year,sex,age,population
1979,Female,56,74101
1980,Female,56,73528
1981,Female,56,75687
1982,Female,56,76357
1983,Female,56,74500
1984,Female,56,75301
1985,Female,56,73697
1986,Female,56,73826
1987,Female,56,75618
1988,Female,56,69933
1989,Female,56,70274
1990,Female,56,70911
1991,Female,56,72143
1992,Female,56,75835
1993,Female,56,77526
1994,Female,56,79538
1995,Female,56,80904
1996,Female,56,82999
1997,Female,56,86186
1998,Female,56,89396
1999,Female,56,91078
2000,Female,56,100151
2001,Female,56,104452
2002,Female,56,108468
2003,Female,56,128748
2004,Female,56,124630
2005,Female,56,123515
2006,Female,56,126972
2007,Female,56,127993
2008,Female,56,128877
2009,Female,56,133103
2010,Female,56,134152
2011,Female,56,138267
2012,Female,56,141541
2013,Female,56,143867
2014,Female,56,147632
2015,Female,56,149834
2016,Female,56,153626
2017,Female,56,158581
2018,Female,56,159133
2019,Female,56,160687
2020,Female,56,160441
2021,Female,56,154905
2022,Female,56,152681
2023,Female,56,153327
2024,Female,56,156934
2025,Female,56,163884
1971,Female,57,63135
1972,Female,57,63969
1973,Female,57,63460
1974,Female,57,62943
1975,Female,57,62622
1976,Female,57,61295
1977,Female,57,68590
1978,Female,57,74224
1979,Female,57,73943
1980,Female,57,73666
1981,Female,57,72725
1982,Female,57,75015
1983,Female,57,76758
1984,Female,57,74264
1985,Female,57,74970
1986,Female,57,73056
1987,Female,57,73651
1988,Female,57,75972
1989,Female,57,70122
1990,Female,57,69838
1991,Female,57,70717
1992,Female,57,72064
1993,Female,57,75269
1994,Female,57,77171
1995,Female,57,79340
1996,Female,57,80575
1997,Female,57,83100
1998,Female,57,86106
1999,Female,57,89296
2000,Female,57,90765
2001,Female,57,99918
2002,Female,57,104364
2003,Female,57,108176
2004,Female,57,128405
2005,Female,57,124039
2006,Female,57,122552
2007,Female,57,126382
2008,Female,57,127528
2009,Female,57,128371
2010,Female,57,132738
2011,Female,57,134090
2012,Female,57,137873
2013,Female,57,141403
2014,Female,57,143650
2015,Female,57,147532
2016,Female,57,149500
2017,Female,57,153660
2018,Female,57,158478
2019,Female,57,159372
2020,Female,57,162273
2021,Female,57,159288
2022,Female,57,154655
2023,Female,57,152721
2024,Female,57,153205
2025,Female,57,156808
1971,Female,58,61148
1972,Female,58,63226
1973,Female,58,63232
1974,Female,58,63738
1975,Female,58,62464
1976,Female,58,62246
1977,Female,58,61119
1978,Female,58,67832
1979,Female,58,74571
1980,Female,58,73456
1981,Female,58,73202
1982,Female,58,72943
1983,Female,58,74259
1984,Female,58,77105
1985,Female,58,74043
1986,Female,58,74654
1987,Female,58,73330
1988,Female,58,73495
1989,Female,58,76302
1990,Female,58,70178
1991,Female,58,69326
1992,Female,58,70658
1993,Female,58,71901
1994,Female,58,74661
1995,Female,58,76859
1996,Female,58,79227
1997,Female,58,80967
1998,Female,58,83084
1999,Female,58,86050
2000,Female,58,89066
2001,Female,58,90496
2002,Female,58,99849
2003,Female,58,104202
2004,Female,58,107773
2005,Female,58,128156
2006,Female,58,123316
2007,Female,58,122108
2008,Female,58,125778
2009,Female,58,127052
2010,Female,58,127984
2011,Female,58,132341
2012,Female,58,134058
2013,Female,58,137534
2014,Female,58,141119
2015,Female,58,143390
2016,Female,58,147391
2017,Female,58,149659
2018,Female,58,153418
2019,Female,58,158660
2020,Female,58,160723
2021,Female,58,161170
2022,Female,58,158944
2023,Female,58,154594
2024,Female,58,152640
2025,Female,58,153087
1971,Female,59,58151
1972,Female,59,60868
1973,Female,59,63236
1974,Female,59,62494
1975,Female,59,63846
1976,Female,59,61919
1977,Female,59,61697
1978,Female,59,60953
1979,Female,59,66964
1980,Female,59,74969
1981,Female,59,72962
1982,Female,59,73126
1983,Female,59,73090
1984,Female,59,73505
1985,Female,59,77461
1986,Female,59,73867
1987,Female,59,74721
1988,Female,59,73593
1989,Female,59,73277
1990,Female,59,76452
1991,Female,59,70101
1992,Female,59,69560
1993,Female,59,70546
1994,Female,59,71796
1995,Female,59,74151
1996,Female,59,76666
1997,Female,59,79287
1998,Female,59,81054
1999,Female,59,83064
2000,Female,59,85818
2001,Female,59,88973
2002,Female,59,90504
2003,Female,59,99706
2004,Female,59,103944
2005,Female,59,107481
2006,Female,59,127802
2007,Female,59,122848
2008,Female,59,121598
2009,Female,59,125083
2010,Female,59,126564
2011,Female,59,127572
2012,Female,59,132251
2013,Female,59,133904
2014,Female,59,137067
2015,Female,59,140810
2016,Female,59,143133
2017,Female,59,147404
2018,Female,59,149634
2019,Female,59,153607
2020,Female,59,160101
2021,Female,59,159808
2022,Female,59,160793
2023,Female,59,158847
2024,Female,59,154540
2025,Female,59,152472
1971,Female,60,61510
1972,Female,60,58086
1973,Female,60,60572
1974,Female,60,63271
1975,Female,60,61585
1976,Female,60,63933
1977,Female,60,61595
1978,Female,60,61209
1979,Female,60,60736
1980,Female,60,66198
1981,Female,60,75412
1982,Female,60,72764
1983,Female,60,73000
1984,Female,60,73270
1985,Female,60,72805
1986,Female,60,77897
1987,Female,60,73785
1988,Female,60,74790
1989,Female,60,73817
1990,Female,60,72895
1991,Female,60,76553
1992,Female,60,69899
1993,Female,60,69681
1994,Female,60,70469
1995,Female,60,71671
1996,Female,60,73748
1997,Female,60,76723
1998,Female,60,79162
1999,Female,60,81231
2000,Female,60,82927
2001,Female,60,85739
2002,Female,60,88943
2003,Female,60,90382
2004,Female,60,99528
2005,Female,60,103764
2006,Female,60,107084
2007,Female,60,127359
2008,Female,60,122287
2009,Female,60,121056
2010,Female,60,124281
2011,Female,60,126033
2012,Female,60,127440
2013,Female,60,132063
2014,Female,60,133638
2015,Female,60,136606
2016,Female,60,140569
2017,Female,60,143211
2018,Female,60,147135
2019,Female,60,149992
2020,Female,60,155116
2021,Female,60,158954
2022,Female,60,159331
2023,Female,60,160548
2024,Female,60,158637
2025,Female,60,154321
1971,Female,61,52458
1972,Female,61,60664
1973,Female,61,57990
1974,Female,61,60301
1975,Female,61,63190
1976,Female,61,60751
1977,Female,61,63180
1978,Female,61,61313
1979,Female,61,60635
1980,Female,61,60586
1981,Female,61,65486
1982,Female,61,74885
1983,Female,61,72585
1984,Female,61,72964
1985,Female,61,73348
1986,Female,61,72000
1987,Female,61,77556
1988,Female,61,73712
1989,Female,61,74819
1990,Female,61,73885
1991,Female,61,72468
1992,Female,61,76011
1993,Female,61,69656
1994,Female,61,69803
1995,Female,61,70381
1996,Female,61,71624
1997,Female,61,74126
1998,Female,61,76648
1999,Female,61,79025
2000,Female,61,81359
2001,Female,61,82924
2002,Female,61,85425
2003,Female,61,88872
2004,Female,61,90304
2005,Female,61,99415
2006,Female,61,103405
2007,Female,61,106975
2008,Female,61,126851
2009,Female,61,121633
2010,Female,61,120500
2011,Female,61,123657
2012,Female,61,126012
2013,Female,61,127394
2014,Female,61,131838
2015,Female,61,133278
2016,Female,61,136092
2017,Female,61,140308
2018,Female,61,143036
2019,Female,61,147316
2020,Female,61,151747
2021,Female,61,153799
2022,Female,61,158303
2023,Female,61,159106
2024,Female,61,160346
2025,Female,61,158483
1971,Female,62,53360
1972,Female,62,52396
1973,Female,62,59783
1974,Female,62,57801
1975,Female,62,59893
1976,Female,62,63151
1977,Female,62,60593
1978,Female,62,62437
1979,Female,62,60930
1980,Female,62,60138
1981,Female,62,60471
1982,Female,62,65258
1983,Female,62,74218
1984,Female,62,72311
1985,Female,62,72971
1986,Female,62,73456
1987,Female,62,71980
1988,Female,62,77108
1989,Female,62,73501
1990,Female,62,74697
1991,Female,62,73845
1992,Female,62,72195
1993,Female,62,75407
1994,Female,62,69376
1995,Female,62,69976
1996,Female,62,70399
1997,Female,62,71340
1998,Female,62,74347
1999,Female,62,76612
2000,Female,62,78834
2001,Female,62,81522
2002,Female,62,82631
2003,Female,62,84960
2004,Female,62,88717
2005,Female,62,90187
2006,Female,62,99219
2007,Female,62,103371
2008,Female,62,106628
2009,Female,62,126165
2010,Female,62,121018
2011,Female,62,119844
2012,Female,62,123467
2013,Female,62,126025
2014,Female,62,127172
2015,Female,62,131372
2016,Female,62,133012
2017,Female,62,136063
2018,Female,62,139940
2019,Female,62,143158
2020,Female,62,148769
2021,Female,62,150573
2022,Female,62,152973
2023,Female,62,157944
2024,Female,62,158726
2025,Female,62,160056
1971,Female,63,51234
1972,Female,63,52349
1973,Female,63,52285
1974,Female,63,58836
1975,Female,63,57528
1976,Female,63,59478
1977,Female,63,62217
1978,Female,63,60427
1979,Female,63,61570
1980,Female,63,60655
1981,Female,63,59647
1982,Female,63,59748
1983,Female,63,64887
1984,Female,63,73454
1985,Female,63,71995
1986,Female,63,72805
1987,Female,63,72991
1988,Female,63,71904
1989,Female,63,76682
1990,Female,63,73168
1991,Female,63,74469
1992,Female,63,73136
1993,Female,63,71788
1994,Female,63,74804
1995,Female,63,69112
1996,Female,63,70247
1997,Female,63,69903
1998,Female,63,70888
1999,Female,63,74593
2000,Female,63,76488
2001,Female,63,78669
2002,Female,63,81123
2003,Female,63,82381
2004,Female,63,84372
2005,Female,63,88611
2006,Female,63,89926
2007,Female,63,98986
2008,Female,63,103191
2009,Female,63,106308
2010,Female,63,125586
2011,Female,63,120371
2012,Female,63,119571
2013,Female,63,123241
2014,Female,63,125804
2015,Female,63,126876
2016,Female,63,130948
2017,Female,63,132879
2018,Female,63,135789
2019,Female,63,139929
2020,Female,63,144789
2021,Female,63,147390
2022,Female,63,149739
2023,Female,63,152489
2024,Female,63,157577
2025,Female,63,158381
1971,Female,64,48481
1972,Female,64,50690
1973,Female,64,51352
1974,Female,64,52177
1975,Female,64,57692
1976,Female,64,57228
1977,Female,64,58603
1978,Female,64,61187
1979,Female,64,60171
1980,Female,64,60846
1981,Female,64,60280
1982,Female,64,59042
1983,Female,64,58866
1984,Female,64,64510
1985,Female,64,72740
1986,Female,64,71676
1987,Female,64,72004
1988,Female,64,72551
1989,Female,64,71782
1990,Female,64,76008
1991,Female,64,72754
1992,Female,64,73685
1993,Female,64,72375
1994,Female,64,71424
1995,Female,64,74233
1996,Female,64,68887
1997,Female,64,69637
1998,Female,64,69318
1999,Female,64,70466
2000,Female,64,74710
2001,Female,64,76431
2002,Female,64,78104
2003,Female,64,80617
2004,Female,64,81909
2005,Female,64,83801
2006,Female,64,88294
2007,Female,64,89746
2008,Female,64,98731
2009,Female,64,102860
2010,Female,64,105961
2011,Female,64,124897
2012,Female,64,120035
2013,Female,64,119221
2014,Female,64,122938
2015,Female,64,125585
2016,Female,64,126684
2017,Female,64,130654
2018,Female,64,132464
2019,Female,64,135974
2020,Female,64,141263
2021,Female,64,143409
2022,Female,64,146561
2023,Female,64,149223
2024,Female,64,152068
2025,Female,64,157123
1971,Female,65,47704
1972,Female,65,47679
1973,Female,65,50146
1974,Female,65,50324
1975,Female,65,51867
1976,Female,65,56535
1977,Female,65,56401
1978,Female,65,57738
1979,Female,65,60152
1980,Female,65,59940
1981,Female,65,60108
1982,Female,65,59661
1983,Female,65,58285
1984,Female,65,57991
1985,Female,65,64042
1986,Female,65,71995
1987,Female,65,70952
1988,Female,65,70995
1989,Female,65,71986
1990,Female,65,71442
1991,Female,65,75264
1992,Female,65,72044
1993,Female,65,72808
1994,Female,65,71558
1995,Female,65,71005
1996,Female,65,73645
1997,Female,65,68475
1998,Female,65,68873
1999,Female,65,68751
2000,Female,65,69931
2001,Female,65,74955
2002,Female,65,76036
2003,Female,65,77460
2004,Female,65,79974
2005,Female,65,81480
2006,Female,65,83282
2007,Female,65,88040
2008,Female,65,89429
2009,Female,65,98397
2010,Female,65,102511
2011,Female,65,105612
2012,Female,65,124178
2013,Female,65,119592
2014,Female,65,118721
2015,Female,65,122593
2016,Female,65,125387
2017,Female,65,126434
2018,Female,65,130279
2019,Female,65,132358
2020,Female,65,137307
2021,Female,65,139631
2022,Female,65,142369
2023,Female,65,145982
2024,Female,65,148551
2025,Female,65,151487
1971,Female,66,43493
1972,Female,66,47197
1973,Female,66,46855
1974,Female,66,49506
1975,Female,66,49124
1976,Female,66,51637
1977,Female,66,55899
1978,Female,66,55650
1979,Female,66,56817
1980,Female,66,59189
1981,Female,66,59753
1982,Female,66,59580
1983,Female,66,58951
1984,Female,66,57577
1985,Female,66,57009
1986,Female,66,63659
1987,Female,66,71316
1988,Female,66,70157
1989,Female,66,69957
1990,Female,66,71229
1991,Female,66,71003
1992,Female,66,74191
1993,Female,66,71200
1994,Female,66,71971
1995,Female,66,70734
1996,Female,66,70658
1997,Female,66,73028
1998,Female,66,67932
1999,Female,66,68179
2000,Female,66,68057
2001,Female,66,69575
2002,Female,66,74107
2003,Female,66,75468
2004,Female,66,76722
2005,Female,66,79304
2006,Female,66,80906
2007,Female,66,82851
2008,Female,66,87651
2009,Female,66,89067
2010,Female,66,97988
2011,Female,66,102186
2012,Female,66,104886
2013,Female,66,123402
2014,Female,66,119106
2015,Female,66,118286
2016,Female,66,122310
2017,Female,66,125020
2018,Female,66,126050
2019,Female,66,130019
2020,Female,66,133407
2021,Female,66,136077
2022,Female,66,138719
2023,Female,66,141762
2024,Female,66,145536
2025,Female,66,148001
1971,Female,67,40795
1972,Female,67,42787
1973,Female,67,46647
1974,Female,67,45941
1975,Female,67,48768
1976,Female,67,47937
1977,Female,67,50778
1978,Female,67,55281
1979,Female,67,54783
1980,Female,67,55916
1981,Female,67,58182
1982,Female,67,58937
1983,Female,67,58859
1984,Female,67,58199
1985,Female,67,56730
1986,Female,67,56053
1987,Female,67,63106
1988,Female,67,70556
1989,Female,67,69355
1990,Female,67,68753
1991,Female,67,70364
1992,Female,67,70007
1993,Female,67,73091
1994,Female,67,70322
1995,Female,67,71066
1996,Female,67,69963
1997,Female,67,69928
1998,Female,67,72308
1999,Female,67,67357
2000,Female,67,67332
2001,Female,67,67435
2002,Female,67,69139
2003,Female,67,73237
2004,Female,67,74794
2005,Female,67,75982
2006,Female,67,78528
2007,Female,67,80356
2008,Female,67,82363
2009,Female,67,87199
2010,Female,67,88757
2011,Female,67,97632
2012,Female,67,101168
2013,Female,67,104128
2014,Female,67,122570
2015,Female,67,118447
2016,Female,67,117830
2017,Female,67,122037
2018,Female,67,124606
2019,Female,67,125851
2020,Female,67,130830
2021,Female,67,132037
2022,Female,67,135135
2023,Female,67,138152
2024,Female,67,141203
2025,Female,67,144970
1971,Female,68,39880
1972,Female,68,40367
1973,Female,68,42013
1974,Female,68,45977
1975,Female,68,44891
1976,Female,68,47987
1977,Female,68,47429
1978,Female,68,49912
1979,Female,68,54555
1980,Female,68,53924
1981,Female,68,55009
1982,Female,68,57752
1983,Female,68,57963
1984,Female,68,58131
1985,Female,68,57415
1986,Female,68,55866
1987,Female,68,55654
1988,Female,68,62444
1989,Female,68,69822
1990,Female,68,68313
1991,Female,68,67483
1992,Female,68,69564
1993,Female,68,68923
1994,Female,68,71861
1995,Female,68,69429
1996,Female,68,70186
1997,Female,68,69458
1998,Female,68,69068
1999,Female,68,71607
2000,Female,68,66745
2001,Female,68,66515
2002,Female,68,66849
2003,Female,68,68604
2004,Female,68,72180
2005,Female,68,74090
2006,Female,68,75112
2007,Female,68,77873
2008,Female,68,79735
2009,Female,68,81805
2010,Female,68,86697
2011,Female,68,88353
2012,Female,68,96629
2013,Female,68,100142
2014,Female,68,103312
2015,Female,68,121569
2016,Female,68,117822
2017,Female,68,117612
2018,Female,68,121573
2019,Female,68,124152
2020,Female,68,126577
2021,Female,68,129631
2022,Female,68,130906
2023,Female,68,134447
2024,Female,68,137565
2025,Female,68,140444
1971,Female,69,37528
1972,Female,69,38980
1973,Female,69,39871
1974,Female,69,41111
1975,Female,69,45134
1976,Female,69,43834
1977,Female,69,46815
1978,Female,69,46915
1979,Female,69,48918
1980,Female,69,53865
1981,Female,69,53019
1982,Female,69,54387
1983,Female,69,57210
1984,Female,69,56926
1985,Female,69,57235
1986,Female,69,56526
1987,Female,69,55112
1988,Female,69,55168
1989,Female,69,61754
1990,Female,69,68825
1991,Female,69,67134
1992,Female,69,66813
1993,Female,69,68653
1994,Female,69,67731
1995,Female,69,70581
1996,Female,69,68547
1997,Female,69,69527
1998,Female,69,68905
1999,Female,69,68150
2000,Female,69,70822
2001,Female,69,66097
2002,Female,69,65925
2003,Female,69,66182
2004,Female,69,67880
2005,Female,69,71068
2006,Female,69,73258
2007,Female,69,74400
2008,Female,69,77075
2009,Female,69,79016
2010,Female,69,81201
2011,Female,69,86224
2012,Female,69,87369
2013,Female,69,95605
2014,Female,69,98983
2015,Female,69,102253
2016,Female,69,120614
2017,Female,69,117347
2018,Female,69,117199
2019,Female,69,121338
2020,Female,69,124699
2021,Female,69,125385
2022,Female,69,128498
2023,Female,69,130026
2024,Female,69,133717
2025,Female,69,136786
1971,Female,70,41179
1972,Female,70,36708
1973,Female,70,38003
1974,Female,70,39334
1975,Female,70,40093
1976,Female,70,44336
1977,Female,70,42725
1978,Female,70,45693
1979,Female,70,46297
1980,Female,70,47925
1981,Female,70,53107
1982,Female,70,52054
1983,Female,70,53635
1984,Female,70,56590
1985,Female,70,55842
1986,Female,70,56280
1987,Female,70,55539
1988,Female,70,54281
1989,Female,70,54560
1990,Female,70,60809
1991,Female,70,67739
1992,Female,70,66112
1993,Female,70,66042
1994,Female,70,67771
1995,Female,70,66492
1996,Female,70,69299
1997,Female,70,67773
1998,Female,70,68710
1999,Female,70,68292
2000,Female,70,67191
2001,Female,70,70015
2002,Female,70,65349
2003,Female,70,65191
2004,Female,70,65410
2005,Female,70,67167
2006,Female,70,69956
2007,Female,70,72318
2008,Female,70,73496
2009,Female,70,76196
2010,Female,70,78303
2011,Female,70,80543
2012,Female,70,85286
2013,Female,70,86368
2014,Female,70,94436
2015,Female,70,97748
2016,Female,70,101258
2017,Female,70,119960
2018,Female,70,116724
2019,Female,70,116871
2020,Female,70,121809
2021,Female,70,123497
2022,Female,70,124163
2023,Female,70,127562
2024,Female,70,129155
2025,Female,70,132848
1971,Female,71,37594
1972,Female,71,40102
1973,Female,71,35816
1974,Female,71,37009
1975,Female,71,38710
1976,Female,71,39151
1977,Female,71,42915
1978,Female,71,41730
1979,Female,71,44532
1980,Female,71,45682
1981,Female,71,46892
1982,Female,71,51858
1983,Female,71,51027
1984,Female,71,52817
1985,Female,71,55759
1986,Female,71,54679
1987,Female,71,55308
1988,Female,71,54446
1989,Female,71,53408
1990,Female,71,53798
1991,Female,71,59752
1992,Female,71,66252
1993,Female,71,65051
1994,Female,71,65253
1995,Female,71,66796
1996,Female,71,65337
1997,Female,71,68381
1998,Female,71,66850
1999,Female,71,67842
2000,Female,71,67602
2001,Female,71,66157
2002,Female,71,68751
2003,Female,71,64450
2004,Female,71,64390
2005,Female,71,64568
2006,Female,71,66360
2007,Female,71,69330
2008,Female,71,71204
2009,Female,71,72525
2010,Female,71,75342
2011,Female,71,77532
2012,Female,71,79672
2013,Female,71,84413
2014,Female,71,85251
2015,Female,71,93148
2016,Female,71,96438
2017,Female,71,100338
2018,Female,71,119084
2019,Female,71,116144
2020,Female,71,117162
2021,Female,71,120781
2022,Female,71,122125
2023,Female,71,123180
2024,Female,71,126529
2025,Female,71,128138
1971,Female,72,32113
1972,Female,72,36938
1973,Female,72,38905
1974,Female,72,34892
1975,Female,72,35896
1976,Female,72,38036
1977,Female,72,38268
1978,Female,72,41471
1979,Female,72,40641
1980,Female,72,43328
1981,Female,72,45043
1982,Female,72,46155
1983,Female,72,50414
1984,Female,72,49894
1985,Female,72,51796
1986,Female,72,54915
1987,Female,72,53735
1988,Female,72,54212
1989,Female,72,53289
1990,Female,72,52355
1991,Female,72,52987
1992,Female,72,58720
1993,Female,72,64617
1994,Female,72,63991
1995,Female,72,64381
1996,Female,72,65788
1997,Female,72,64666
1998,Female,72,67362
1999,Female,72,65905
2000,Female,72,66909
2001,Female,72,66879
2002,Female,72,65560
2003,Female,72,67356
2004,Female,72,63503
2005,Female,72,63533
2006,Female,72,63629
2007,Female,72,65724
2008,Female,72,68529
2009,Female,72,70055
2010,Female,72,71540
2011,Female,72,74316
2012,Female,72,76636
2013,Female,72,78920
2014,Female,72,83419
2015,Female,72,83976
2016,Female,72,91848
2017,Female,72,95488
2018,Female,72,99242
2019,Female,72,118301
2020,Female,72,116101
2021,Female,72,116204
2022,Female,72,119325
2023,Female,72,121000
2024,Female,72,122030
2025,Female,72,125504
1971,Female,73,31065
1972,Female,73,30967
1973,Female,73,36130
1974,Female,73,37667
1975,Female,73,33779
1976,Female,73,34693
1977,Female,73,36476
1978,Female,73,37302
1979,Female,73,40019
1980,Female,73,39475
1981,Female,73,42062
1982,Female,73,43581
1983,Female,73,45230
1984,Female,73,48840
1985,Female,73,48622
1986,Female,73,50697
1987,Female,73,53461
1988,Female,73,52705
1989,Female,73,53066
1990,Female,73,51980
1991,Female,73,51194
1992,Female,73,51370
1993,Female,73,57609
1994,Female,73,62973
1995,Female,73,62796
1996,Female,73,63458
1997,Female,73,64150
1998,Female,73,63916
1999,Female,73,66245
2000,Female,73,64763
2001,Female,73,65910
2002,Female,73,65588
2003,Female,73,64768
2004,Female,73,65843
2005,Female,73,62490
2006,Female,73,62535
2007,Female,73,62893
2008,Female,73,64952
2009,Female,73,67735
2010,Female,73,68864
2011,Female,73,70426
2012,Female,73,73336
2013,Female,73,75736
2014,Female,73,77989
2015,Female,73,82255
2016,Female,73,82726
2017,Female,73,90505
2018,Female,73,94413
2019,Female,73,98161
2020,Female,73,117950
2021,Female,73,114976
2022,Female,73,114744
2023,Female,73,117979
2024,Female,73,119739
2025,Female,73,120734
1971,Female,74,29990
1972,Female,74,29922
1973,Female,74,29752
1974,Female,74,35309
1975,Female,74,36246
1976,Female,74,32650
1977,Female,74,33290
1978,Female,74,34936
1979,Female,74,36254
1980,Female,74,38555
1981,Female,74,38327
1982,Female,74,40874
1983,Female,74,42076
1984,Female,74,44260
1985,Female,74,47179
1986,Female,74,47282
1987,Female,74,49160
1988,Female,74,51875
1989,Female,74,51488
1990,Female,74,51696
1991,Female,74,50589
1992,Female,74,49840
1993,Female,74,49658
1994,Female,74,56416
1995,Female,74,61253
1996,Female,74,61529
1997,Female,74,61941
1998,Female,74,62385
1999,Female,74,63065
2000,Female,74,65062
2001,Female,74,63601
2002,Female,74,64477
2003,Female,74,64210
2004,Female,74,63844
2005,Female,74,64309
2006,Female,74,61309
2007,Female,74,61671
2008,Female,74,62033
2009,Female,74,64145
2010,Female,74,66815
2011,Female,74,67558
2012,Female,74,69523
2013,Female,74,72479
2014,Female,74,74657
2015,Female,74,76912
2016,Female,74,81085
2017,Female,74,81369
2018,Female,74,89137
2019,Female,74,93206
2020,Female,74,97333
2021,Female,74,116641
2022,Female,74,113386
2023,Female,74,113316
2024,Female,74,116613
2025,Female,74,118375
1971,Female,75,29395
1972,Female,75,28590
1973,Female,75,28701
1974,Female,75,28532
1975,Female,75,34325
1976,Female,75,34810
1977,Female,75,31315
1978,Female,75,31861
1979,Female,75,33297
1980,Female,75,35251
1981,Female,75,36963
1982,Female,75,37249
1983,Female,75,39623
1984,Female,75,40448
1985,Female,75,43252
1986,Female,75,45477
1987,Female,75,45765
1988,Female,75,47466
1989,Female,75,50202
1990,Female,75,50154
1991,Female,75,50281
1992,Female,75,49041
1993,Female,75,48392
1994,Female,75,47779
1995,Female,75,55176
1996,Female,75,59429
1997,Female,75,60150
1998,Female,75,60333
1999,Female,75,60584
2000,Female,75,62094
2001,Female,75,63784
2002,Female,75,62235
2003,Female,75,63022
2004,Female,75,62622
2005,Female,75,62849
2006,Female,75,62534
2007,Female,75,60323
2008,Female,75,60728
2009,Female,75,61075
2010,Female,75,63246
2011,Female,75,65895
2012,Female,75,66572
2013,Female,75,68583
2014,Female,75,71358
2015,Female,75,73513
2016,Female,75,75763
2017,Female,75,79542
2018,Female,75,79946
2019,Female,75,87640
2020,Female,75,92354
2021,Female,75,95880
2022,Female,75,114732
2023,Female,75,111714
2024,Female,75,111821
2025,Female,75,115005
1971,Female,76,27155
1972,Female,76,28117
1973,Female,76,27134
1974,Female,76,27465
1975,Female,76,27171
1976,Female,76,33305
1977,Female,76,33193
1978,Female,76,29968
1979,Female,76,30439
1980,Female,76,31718
1981,Female,76,34141
1982,Female,76,35790
1983,Female,76,36121
1984,Female,76,38275
1985,Female,76,38779
1986,Female,76,42051
1987,Female,76,43784
1988,Female,76,44094
1989,Female,76,45694
1990,Female,76,48321
1991,Female,76,48729
1992,Female,76,48481
1993,Female,76,47372
1994,Female,76,46805
1995,Female,76,45957
1996,Female,76,53852
1997,Female,76,58044
1998,Female,76,58572
1999,Female,76,58662
2000,Female,76,58678
2001,Female,76,61126
2002,Female,76,62063
2003,Female,76,60713
2004,Female,76,61307
2005,Female,76,61009
2006,Female,76,61739
2007,Female,76,61433
2008,Female,76,59173
2009,Female,76,59704
2010,Female,76,60096
2011,Female,76,62244
2012,Female,76,64528
2013,Female,76,65484
2014,Female,76,67490
2015,Female,76,70018
2016,Female,76,72256
2017,Female,76,74124
2018,Female,76,77831
2019,Female,76,78491
2020,Female,76,86405
2021,Female,76,90793
2022,Female,76,94164
2023,Female,76,112816
2024,Female,76,110011
2025,Female,76,110024
1971,Female,77,24456
1972,Female,77,25530
1973,Female,77,26834
1974,Female,77,25724
1975,Female,77,26115
1976,Female,77,25885
1977,Female,77,31413
1978,Female,77,31592
1979,Female,77,28624
1980,Female,77,29073
1981,Female,77,30020
1982,Female,77,32687
1983,Female,77,34460
1984,Female,77,34857
1985,Female,77,36855
1986,Female,77,36887
1987,Female,77,40350
1988,Female,77,41993
1989,Female,77,42340
1990,Female,77,43757
1991,Female,77,46354
1992,Female,77,46704
1993,Female,77,46515
1994,Female,77,45653
1995,Female,77,45201
1996,Female,77,44027
1997,Female,77,52150
1998,Female,77,56514
1999,Female,77,56843
2000,Female,77,56883
2001,Female,77,56758
2002,Female,77,59425
2003,Female,77,60207
2004,Female,77,58949
2005,Female,77,59574
2006,Female,77,59328
2007,Female,77,60443
2008,Female,77,60235
2009,Female,77,58033
2010,Female,77,58557
2011,Female,77,59049
2012,Female,77,60689
2013,Female,77,63140
2014,Female,77,64359
2015,Female,77,66168
2016,Female,77,68682
2017,Female,77,70730
2018,Female,77,72305
2019,Female,77,76106
2020,Female,77,77314
2021,Female,77,84601
2022,Female,77,89021
2023,Female,77,92448
2024,Female,77,110794
2025,Female,77,108154
1971,Female,78,23715
1972,Female,78,23220
1973,Female,78,23887
1974,Female,78,25547
1975,Female,78,24198
1976,Female,78,24797
1977,Female,78,24497
1978,Female,78,29509
1979,Female,78,30042
1980,Female,78,27238
1981,Female,78,27566
1982,Female,78,28937
1983,Female,78,31125
1984,Female,78,33119
1985,Female,78,33521
1986,Female,78,35228
1987,Female,78,35458
1988,Female,78,38413
1989,Female,78,40149
1990,Female,78,40385
1991,Female,78,41774
1992,Female,78,44646
1993,Female,78,44584
1994,Female,78,44545
1995,Female,78,43774
1996,Female,78,43452
1997,Female,78,42831
1998,Female,78,50276
1999,Female,78,54864
2000,Female,78,55052
2001,Female,78,55117
2002,Female,78,55103
2003,Female,78,57531
2004,Female,78,58065
2005,Female,78,57243
2006,Female,78,57748
2007,Female,78,57936
2008,Female,78,58933
2009,Female,78,58846
2010,Female,78,56731
2011,Female,78,57418
2012,Female,78,57450
2013,Female,78,58963
2014,Female,78,61512
2015,Female,78,62950
2016,Female,78,64852
2017,Female,78,67115
2018,Female,78,68961
2019,Female,78,70464
2020,Female,78,74632
2021,Female,78,75539
2022,Female,78,82651
2023,Female,78,87057
2024,Female,78,90643
2025,Female,78,108931
1971,Female,79,20991
1972,Female,79,22172
1973,Female,79,21859
1974,Female,79,22137
1975,Female,79,24141
1976,Female,79,22728
1977,Female,79,23247
1978,Female,79,23071
1979,Female,79,27590
1980,Female,79,28387
1981,Female,79,25730
1982,Female,79,26374
1983,Female,79,27617
1984,Female,79,29521
